DATE;TIME;OPEN;HIGH;LOW;CLOSE;TICKVOL;VOL;SPREAD
2019.02.27;17:00:00;99058;99108;98818;98883;75518;305996;5
2019.02.27;18:00:00;98878;98918;98733;98738;7199;27520;5
2019.02.28;09:00:00;98722;99012;98586;99007;166850;524380;0
2019.02.28;10:00:00;99012;99027;98047;98142;298066;966859;5
2019.02.28;11:00:00;98137;98297;97817;97862;218264;753385;5
2019.02.28;12:00:00;97862;97872;96857;96872;279823;1075877;5
2019.02.28;13:00:00;96877;97187;96782;96892;179716;691061;5
2019.02.28;14:00:00;96892;97362;96887;97272;152185;574891;5
2019.02.28;15:00:00;97272;97407;97002;97042;159714;591054;5
2019.02.28;16:00:00;97047;97227;96922;96977;137397;511173;5
2019.02.28;17:00:00;96977;97052;96887;96967;81292;344658;5
2019.02.28;18:00:00;96972;96977;96732;96732;18160;67331;5
2019.03.01;09:00:00;97266;97556;97086;97216;171326;572305;0
2019.03.01;10:00:00;97216;97471;96516;96621;318106;1095435;5
2019.03.01;11:00:00;96621;97056;96586;96826;193041;691246;5
2019.03.01;12:00:00;96826;97016;96486;96916;190315;679858;5
2019.03.01;13:00:00;96916;96941;96321;96466;175224;668017;5
2019.03.01;14:00:00;96466;96486;96086;96131;151957;563021;5
2019.03.01;15:00:00;96131;96131;95761;95806;164820;658128;5
2019.03.01;16:00:00;95811;96221;95716;96126;126133;481425;5
2019.03.01;17:00:00;96121;96316;95931;96001;92180;399329;5
2019.03.01;18:00:00;96001;96021;95851;95931;6880;27073;5
2019.03.06;13:00:00;95638;96244;95434;95559;259868;883101;0
2019.03.06;14:00:00;95564;95764;95304;95404;219631;685588;5
2019.03.06;15:00:00;95404;95679;95284;95569;145604;505953;5
2019.03.06;16:00:00;95564;95699;95469;95504;113252;405949;5
2019.03.06;17:00:00;95504;95634;95414;95539;68104;274808;5
2019.03.06;18:00:00;95544;95584;95434;95434;5275;23082;5
2019.03.07;09:00:00;95350;95530;95105;95380;172291;532567;0
2019.03.07;10:00:00;95385;95755;95020;95705;296529;941610;5
2019.03.07;11:00:00;95700;95865;95095;95275;244464;853942;5
2019.03.07;12:00:00;95280;95755;95180;95595;168551;642735;5
2019.03.07;13:00:00;95595;95695;95390;95600;146534;544995;5
2019.03.07;14:00:00;95595;95705;95480;95585;119897;493725;5
2019.03.07;15:00:00;95590;95615;95305;95320;133822;547446;5
2019.03.07;16:00:00;95320;95570;95180;95375;154899;613963;5
2019.03.07;17:00:00;95380;95975;95330;95710;129526;509209;5
2019.03.07;18:00:00;95710;95930;95610;95930;4931;22894;5
2019.03.08;09:00:00;95371;95502;95177;95217;129523;420525;0
2019.03.08;10:00:00;95217;95272;94562;95062;266414;825255;5
2019.03.08;11:00:00;95057;95692;94712;95292;247733;843932;5
2019.03.08;12:00:00;95287;96042;95282;95822;201883;720132;5
2019.03.08;13:00:00;95817;96147;95672;95882;166621;519471;5
2019.03.08;14:00:00;95877;96102;95722;95927;145012;499731;5
2019.03.08;15:00:00;95932;96092;95837;96037;119306;404431;5
2019.03.08;16:00:00;96037;96517;95982;96452;153462;581921;5
2019.03.08;17:00:00;96452;96857;96447;96637;123829;540692;5
2019.03.08;18:00:00;96642;96782;96607;96687;8337;35836;5
2019.03.11;09:00:00;97079;97315;97015;97020;134333;441899;0
2019.03.11;10:00:00;97025;98185;96890;98185;310200;1022242;5
2019.03.11;11:00:00;98185;98740;98090;98650;211417;800835;5
2019.03.11;12:00:00;98650;98825;98525;98735;150003;592851;5
2019.03.11;13:00:00;98730;98970;98665;98915;144222;567533;5
2019.03.11;14:00:00;98920;99155;98840;99095;144493;585720;5
2019.03.11;15:00:00;99095;99185;98965;99105;116353;461318;5
2019.03.11;16:00:00;99105;99290;99070;99215;99115;411798;5
2019.03.11;17:00:00;99220;99450;99055;99300;74056;289351;5
2019.03.11;18:00:00;99315;99315;99315;99315;928;7516;10
2019.03.12;09:00:00;99120;99729;99024;99594;199668;673215;0
2019.03.12;10:00:00;99589;99594;98794;98979;352509;1141350;5
2019.03.12;11:00:00;98979;99519;98944;99364;263302;906023;5
2019.03.12;12:00:00;99359;99364;98859;99099;186421;656861;5
2019.03.12;13:00:00;99099;99224;98999;99039;123793;464130;5
2019.03.12;14:00:00;99034;99154;98614;98849;176351;654423;5
2019.03.12;15:00:00;98844;99109;98739;98979;184311;684552;5
2019.03.12;16:00:00;98974;99299;98714;99109;172732;669652;5
2019.03.12;17:00:00;99109;99299;99014;99214;56602;194443;5
2019.03.12;18:00:00;99214;99214;99214;99214;719;4693;10
2019.03.13;09:00:00;99533;99634;98944;98959;177520;538555;0
2019.03.13;10:00:00;98959;99154;98694;99009;316031;959154;5
2019.03.13;11:00:00;99004;99289;98744;98884;250080;818703;5
2019.03.13;12:00:00;98879;99609;98784;99404;229905;779525;5
2019.03.13;13:00:00;99409;99479;99134;99249;149464;508161;5
2019.03.13;14:00:00;99249;99554;99219;99514;135848;471301;5
2019.03.13;15:00:00;99514;100664;99509;100089;324020;1166372;5
2019.03.13;16:00:00;100084;100494;100009;100199;189666;684568;5
2019.03.13;17:00:00;100199;100249;99989;100034;55733;184662;5
2019.03.13;18:00:00;99899;99899;99899;99899;1045;7857;5
2019.03.14;09:00:00;100138;100423;99743;100233;267049;816477;0
2019.03.14;10:00:00;100233;100373;99933;100133;319283;969139;5
2019.03.14;11:00:00;100128;100213;99498;99598;270157;919901;5
2019.03.14;12:00:00;99598;99763;99308;99703;220678;735002;5
2019.03.14;13:00:00;99708;99863;99493;99668;125933;440311;5
2019.03.14;14:00:00;99673;99688;99113;99178;139348;471206;5
2019.03.14;15:00:00;99173;99783;99038;99693;192826;684862;5
2019.03.14;16:00:00;99693;100013;99603;99798;147223;523985;5
2019.03.14;17:00:00;99798;99918;99658;99843;61876;210796;5
2019.03.14;18:00:00;99818;99818;99818;99818;747;4748;10
2019.03.15;09:00:00;100209;100239;99332;99802;272197;785921;0
2019.03.15;10:00:00;99797;100727;99672;100572;311962;967434;5
2019.03.15;11:00:00;100572;100682;100272;100447;230187;696623;5
2019.03.15;12:00:00;100452;100487;100062;100172;199488;649568;5
2019.03.15;13:00:00;100167;100437;100007;100342;137008;443527;5
2019.03.15;14:00:00;100347;100637;100342;100487;127763;422695;5
2019.03.15;15:00:00;100487;100507;100192;100392;152265;495768;5
2019.03.15;16:00:00;100392;100527;100067;100232;133481;460173;5
2019.03.15;17:00:00;100232;100347;100067;100097;75793;249177;5
2019.03.15;18:00:00;100032;100032;100032;100032;818;5947;10
2019.03.18;09:00:00;100279;100679;100138;100629;209888;564599;0
2019.03.18;10:00:00;100629;100724;100339;100604;257430;817956;5
2019.03.18;11:00:00;100604;100974;100559;100929;208427;682647;5
2019.03.18;12:00:00;100929;100959;100559;100634;142185;508783;5
2019.03.18;13:00:00;100629;100984;100614;100894;115497;413343;5
2019.03.18;14:00:00;100899;101319;100889;101184;156865;568056;5
2019.03.18;15:00:00;101179;101229;101019;101214;103228;373624;5
2019.03.18;16:00:00;101214;101214;100969;101054;104592;375513;5
2019.03.18;17:00:00;101049;101309;101039;101204;62956;206914;5
2019.03.18;18:00:00;101324;101324;101324;101324;954;6005;5
2019.03.19;09:00:00;101297;101598;101243;101478;151861;483417;0
2019.03.19;10:00:00;101473;101478;100758;100788;312651;1046891;5
2019.03.19;11:00:00;100793;101103;100663;100948;196223;662708;5
2019.03.19;12:00:00;100943;101573;100868;101533;181897;654269;5
2019.03.19;13:00:00;101538;101723;101348;101593;165434;621772;5
2019.03.19;14:00:00;101593;101663;101373;101423;121051;424258;5
2019.03.19;15:00:00;101428;101573;101278;101478;147162;519094;5
2019.03.19;16:00:00;101483;101503;100573;100933;217514;832194;5
2019.03.19;17:00:00;100933;100948;100703;100803;45805;158855;5
2019.03.19;18:00:00;100703;100703;100703;100703;714;5706;5
2019.03.20;09:00:00;100687;101037;100357;100432;211427;651128;0
2019.03.20;10:00:00;100437;100877;100227;100312;310547;999083;5
2019.03.20;11:00:00;100312;100587;100107;100342;194520;704336;5
2019.03.20;12:00:00;100342;100512;99857;99962;150006;562119;5
2019.03.20;13:00:00;99962;100062;99567;99722;151524;535908;5
2019.03.20;14:00:00;99717;100197;99667;100152;118005;448314;5
2019.03.20;15:00:00;100157;100997;100152;100592;279758;930358;5
2019.03.20;16:00:00;100592;100612;99077;99402;264463;957903;5
2019.03.20;17:00:00;99397;99442;98587;98682;91528;327410;5
2019.03.20;18:00:00;98587;98587;98587;98587;593;4985;5
2019.03.21;09:00:00;98475;98944;98239;98904;252829;772747;0
2019.03.21;10:00:00;98909;99129;98419;98459;305339;921041;5
2019.03.21;11:00:00;98459;98619;97329;97704;359760;1184609;5
2019.03.21;12:00:00;97704;97864;96759;96834;272135;903623;5
2019.03.21;13:00:00;96834;97234;96569;97154;192531;655729;5
2019.03.21;14:00:00;97154;97699;97154;97689;174916;619339;5
2019.03.21;15:00:00;97689;98104;97599;97794;223333;798245;5
2019.03.21;16:00:00;97794;98299;97634;97984;169564;604067;5
2019.03.21;17:00:00;97984;97989;97539;97974;69782;258613;5
2019.03.21;18:00:00;97989;97989;97989;97989;658;3951;5
2019.03.22;09:00:00;96127;96127;95179;95834;296501;856313;0
2019.03.22;10:00:00;95834;96479;95424;95574;344216;970080;5
2019.03.22;11:00:00;95579;96154;95544;95659;268935;821839;5
2019.03.22;12:00:00;95659;96259;95149;95189;266789;861007;5
2019.03.22;13:00:00;95184;95429;94784;95024;215049;720087;5
2019.03.22;14:00:00;95019;95404;94879;94894;178969;612165;5
2019.03.22;15:00:00;94899;95269;94594;95024;236709;822675;5
2019.03.22;16:00:00;95024;95099;94334;94479;179661;642836;5
2019.03.22;17:00:00;94479;94654;94269;94324;76586;261646;5
2019.03.22;18:00:00;94279;94279;94279;94279;878;6869;10
2019.03.25;09:00:00;92926;94032;92800;93937;273717;731076;0
2019.03.25;10:00:00;93932;95072;93927;94672;364251;1177565;5
2019.03.25;11:00:00;94672;95457;94377;95317;320279;1076463;5
2019.03.25;12:00:00;95317;95342;94737;94947;218886;783197;5
2019.03.25;13:00:00;94947;95262;94642;94862;174152;558983;5
2019.03.25;14:00:00;94862;94957;94082;94397;280055;923175;5
2019.03.25;15:00:00;94392;95037;94097;95017;213382;733844;5
2019.03.25;16:00:00;95017;95212;94397;94592;201989;704991;5
2019.03.25;17:00:00;94587;94897;94572;94787;75306;287535;5
2019.03.25;18:00:00;94802;94802;94802;94802;547;3721;10
2019.03.26;09:00:00;95497;95716;95146;95471;229689;711074;0
2019.03.26;10:00:00;95466;95856;95236;95756;347419;1088040;5
2019.03.26;11:00:00;95756;95761;94911;95601;351631;1149947;5
2019.03.26;12:00:00;95601;96031;95306;95791;233290;817985;5
2019.03.26;13:00:00;95791;96141;95716;96081;184348;641126;5
2019.03.26;14:00:00;96076;96391;95941;96346;191415;710256;5
2019.03.26;15:00:00;96341;96386;95806;96231;221450;815759;5
2019.03.26;16:00:00;96231;96621;95921;96451;189477;791367;5
2019.03.26;17:00:00;96456;96461;95981;95991;67264;249332;5
2019.03.26;18:00:00;95881;95881;95881;95881;665;6093;15
2019.03.27;09:00:00;94947;95303;94763;95088;252940;774497;0
2019.03.27;10:00:00;95088;95098;94353;94658;371265;1123397;5
2019.03.27;11:00:00;94658;94763;93528;93943;370865;1201920;5
2019.03.27;12:00:00;93938;94158;93448;93458;271482;911593;5
2019.03.27;13:00:00;93453;94253;93388;93973;218521;751358;5
2019.03.27;14:00:00;93978;94623;93683;94443;212143;649002;5
2019.03.27;15:00:00;94443;94443;93298;93473;206314;641840;5
2019.03.27;16:00:00;93473;93763;92803;92858;225883;720878;5
2019.03.27;17:00:00;92853;93023;91153;91328;205640;645150;5
2019.03.27;18:00:00;91328;91328;91328;91328;655;4212;10
2019.03.28;09:00:00;91661;92633;91656;92618;358810;982909;0
2019.03.28;10:00:00;92613;93528;92358;93488;377523;1093207;5
2019.03.28;11:00:00;93493;94518;93458;94408;319384;1043005;5
2019.03.28;12:00:00;94408;94728;94148;94543;201710;726110;5
2019.03.28;13:00:00;94548;95223;94483;95063;192489;691866;5
2019.03.28;14:00:00;95058;95618;94953;95483;205063;699909;5
2019.03.28;15:00:00;95483;95773;95238;95583;202520;723154;5
2019.03.28;16:00:00;95588;95918;95388;95438;177013;669414;5
2019.03.28;17:00:00;95433;95583;95298;95498;66725;228938;5
2019.03.28;18:00:00;95393;95393;95393;95393;596;3525;10
2019.03.29;09:00:00;96081;96949;96081;96589;319499;830839;0
2019.03.29;10:00:00;96584;96734;95809;96684;436964;1039112;5
2019.03.29;11:00:00;96689;96919;96139;96294;323862;827512;5
2019.03.29;12:00:00;96299;96859;96269;96644;196903;559374;5
2019.03.29;13:00:00;96644;96799;96319;96764;153664;454875;5
2019.03.29;14:00:00;96769;96824;95984;96339;230659;719268;5
2019.03.29;15:00:00;96344;96534;96144;96194;145803;468409;5
2019.03.29;16:00:00;96194;96334;95784;96184;175497;582138;5
2019.03.29;17:00:00;96179;96444;96084;96119;76660;259951;5
2019.03.29;18:00:00;96124;96124;96124;96124;655;4845;5
2019.04.01;09:00:00;97180;97586;97140;97331;151934;462027;0
2019.04.01;10:00:00;97331;97496;96646;96876;248232;747016;5
2019.04.01;11:00:00;96881;97621;96816;97436;239362;801756;5
2019.04.01;12:00:00;97441;97746;97196;97711;136752;434301;5
2019.04.01;13:00:00;97711;97741;97366;97446;117047;375368;5
2019.04.01;14:00:00;97451;97476;96896;96926;149414;528245;5
2019.04.01;15:00:00;96926;97181;96686;96966;184355;639344;5
2019.04.01;16:00:00;96966;97111;96706;96931;153892;544917;5
2019.04.01;17:00:00;96926;97151;96806;97036;85341;319213;5
2019.04.01;18:00:00;96921;96921;96921;96921;285;5296;10
2019.04.02;09:00:00;97366;97556;97126;97476;196259;593782;0
2019.04.02;10:00:00;97476;97676;96946;97091;310569;956051;5
2019.04.02;11:00:00;97091;97101;96321;96341;279105;995141;5
2019.04.02;12:00:00;96341;96581;96081;96286;221184;825561;5
2019.04.02;13:00:00;96286;96351;95701;95916;191506;677548;5
2019.04.02;14:00:00;95916;96346;95826;95851;191911;692376;5
2019.04.02;15:00:00;95846;96416;95846;96221;200458;726482;5
2019.04.02;16:00:00;96216;96451;95976;96391;163021;610569;5
2019.04.02;17:00:00;96396;96406;96166;96346;70679;243659;5
2019.04.02;18:00:00;96456;96456;96456;96456;704;4304;5
2019.04.03;09:00:00;97386;97586;97031;97291;232761;698602;0
2019.04.03;10:00:00;97291;97451;96871;96916;317893;967630;5
2019.04.03;11:00:00;96921;97446;96776;97076;316535;903266;5
2019.04.03;12:00:00;97076;97216;96631;97146;233077;736678;5
2019.04.03;13:00:00;97146;97266;96886;96936;144551;473283;5
2019.04.03;14:00:00;96931;97431;96786;96921;240660;787198;5
2019.04.03;15:00:00;96921;96921;96101;96146;263886;853638;5
2019.04.03;16:00:00;96141;96211;95026;95461;338109;1087563;5
2019.04.03;17:00:00;95456;95776;95341;95671;92881;272206;5
2019.04.03;18:00:00;95776;95776;95776;95776;614;3999;10
2019.04.04;09:00:00;95744;96133;95467;95963;229926;748294;0
2019.04.04;10:00:00;95963;96238;95213;96208;401480;1347234;5
2019.04.04;11:00:00;96213;96908;96138;96583;348180;1255005;5
2019.04.04;12:00:00;96578;97113;96393;97038;219592;749510;5
2019.04.04;13:00:00;97043;97278;96818;97123;190021;606356;5
2019.04.04;14:00:00;97118;97318;96898;97218;169093;600876;5
2019.04.04;15:00:00;97218;97368;97033;97198;142574;496719;5
2019.04.04;16:00:00;97198;97343;96848;97263;192253;686418;5
2019.04.04;17:00:00;97263;97578;97178;97463;84654;273767;5
2019.04.04;18:00:00;97358;97358;97358;97358;589;4834;20
2019.04.05;09:00:00;97548;97824;97084;97624;257980;776240;0
2019.04.05;10:00:00;97629;97679;97034;97399;377369;1175454;5
2019.04.05;11:00:00;97399;98464;97319;98134;319508;1046516;5
2019.04.05;12:00:00;98129;98399;97829;97949;194697;670180;5
2019.04.05;13:00:00;97949;98194;97884;97984;144235;491995;5
2019.04.05;14:00:00;97979;98224;97934;98064;135185;478937;5
2019.04.05;15:00:00;98064;98224;97684;97869;134491;490988;5
2019.04.05;16:00:00;97869;98129;97829;98004;148363;529359;5
2019.04.05;17:00:00;98004;98154;97954;98059;45158;163209;5
2019.04.05;18:00:00;98154;98154;98154;98154;605;3751;15
2019.04.08;09:00:00;98168;98314;97809;98229;219461;661508;0
2019.04.08;10:00:00;98229;98364;97729;98014;323406;962763;5
2019.04.08;11:00:00;98014;98554;97769;97954;314881;1047241;5
2019.04.08;12:00:00;97954;98194;97569;97739;216982;729143;5
2019.04.08;13:00:00;97739;98209;97629;98044;169742;561978;5
2019.04.08;14:00:00;98044;98344;97859;98294;160401;531493;5
2019.04.08;15:00:00;98289;98444;97929;98024;182097;621293;5
2019.04.08;16:00:00;98019;98224;97899;98209;141377;499949;5
2019.04.08;17:00:00;98214;98314;98159;98219;55315;197509;5
2019.04.08;18:00:00;98304;98304;98304;98304;717;4352;5
2019.04.09;09:00:00;97901;98041;97626;97711;232769;741586;0
2019.04.09;10:00:00;97711;97821;97181;97191;320762;1051199;5
2019.04.09;11:00:00;97196;97451;97056;97176;256395;921828;5
2019.04.09;12:00:00;97176;97311;96771;96906;189422;704359;5
2019.04.09;13:00:00;96906;97111;96661;96781;158088;561696;5
2019.04.09;14:00:00;96781;96851;96371;96606;168592;631495;5
2019.04.09;15:00:00;96611;97141;96506;96961;195142;727567;5
2019.04.09;16:00:00;96966;97221;96871;97001;148487;562567;5
2019.04.09;17:00:00;97001;97181;96921;97161;48545;181915;5
2019.04.09;18:00:00;97191;97191;97191;97191;716;4820;5
2019.04.10;09:00:00;97769;97804;97454;97739;173114;537900;0
2019.04.10;10:00:00;97739;97874;96544;96634;388804;1311052;5
2019.04.10;11:00:00;96639;97084;96514;96699;290441;990236;5
2019.04.10;12:00:00;96699;97019;96659;96754;164571;582244;5
2019.04.10;13:00:00;96754;96904;96599;96719;132122;490441;5
2019.04.10;14:00:00;96714;97324;96694;97184;187410;708506;5
2019.04.10;15:00:00;97184;97279;96779;97124;202710;757656;5
2019.04.10;16:00:00;97129;97219;96589;96749;153412;636329;5
2019.04.10;17:00:00;96749;96854;96599;96789;58499;246760;5
2019.04.10;18:00:00;96649;96649;96649;96649;625;4850;15
2019.04.11;09:00:00;96449;96730;96385;96555;197547;640217;0
2019.04.11;10:00:00;96560;96695;96175;96225;345041;1123774;5
2019.04.11;11:00:00;96225;96305;95700;95840;260768;925434;5
2019.04.11;12:00:00;95840;95845;94940;95275;257949;1035796;5
2019.04.11;13:00:00;95270;95440;95100;95375;134605;571452;5
2019.04.11;14:00:00;95375;95485;95165;95255;138326;569754;5
2019.04.11;15:00:00;95260;95360;95200;95265;104448;428071;5
2019.04.11;16:00:00;95270;95690;95170;95555;150790;612877;5
2019.04.11;17:00:00;95550;95805;95540;95755;45889;180807;5
2019.04.11;18:00:00;95895;95895;95895;95895;827;7674;5
2019.04.12;09:00:00;94428;94574;94039;94114;229136;752509;0
2019.04.12;10:00:00;94114;95519;94099;95374;394554;1319590;5
2019.04.12;11:00:00;95374;95554;94899;95134;279167;963079;5
2019.04.12;12:00:00;95134;95409;94299;94459;206328;752702;5
2019.04.12;13:00:00;94454;94519;93254;93384;306983;1176257;5
2019.04.12;14:00:00;93389;94179;93364;94139;175893;688032;5
2019.04.12;15:00:00;94134;94309;93604;93684;186228;751554;5
2019.04.12;16:00:00;93684;93799;93204;93474;167964;667226;5
2019.04.12;17:00:00;93479;93884;93389;93834;73082;314883;5
2019.04.12;18:00:00;93769;93769;93769;93769;606;5276;15
2019.04.15;09:00:00;94242;94547;93907;94492;276028;708375;0
2019.04.15;10:00:00;94492;94597;93817;94307;383624;1271926;5
2019.04.15;11:00:00;94307;94487;93652;93887;343888;1184423;5
2019.04.15;12:00:00;93882;94217;93757;94142;191775;689843;5
2019.04.15;13:00:00;94142;94417;94077;94257;150362;568049;5
2019.04.15;14:00:00;94257;94272;93582;93717;208720;808453;5
2019.04.15;15:00:00;93717;94222;93437;93927;255055;962935;5
2019.04.15;16:00:00;93927;94062;93507;93867;224899;855526;5
2019.04.15;17:00:00;93862;93982;93762;93872;60234;225705;5
2019.04.15;18:00:00;93747;93747;93747;93747;586;4957;10
2019.04.16;09:00:00;94091;94091;93551;93721;200261;647351;0
2019.04.16;10:00:00;93726;94231;93606;94041;358675;1221046;5
2019.04.16;11:00:00;94036;95521;93981;95191;376869;1456302;5
2019.04.16;12:00:00;95191;95811;94966;95171;261582;1033217;5
2019.04.16;13:00:00;95171;95356;94941;95121;184596;607807;5
2019.04.16;14:00:00;95116;95341;94971;95311;151398;568547;5
2019.04.16;15:00:00;95311;95461;95101;95266;140740;561883;5
2019.04.16;16:00:00;95261;95446;94826;94941;172629;747011;5
2019.04.16;17:00:00;94946;95281;94861;95126;58766;222379;5
2019.04.16;18:00:00;95186;95186;95186;95186;642;5614;5
2019.04.17;09:00:00;94469;94879;94374;94669;23411;72251;0
2019.04.17;10:00:00;94674;94999;94109;94744;82001;289382;5
2019.04.17;11:00:00;94739;94834;94124;94384;345542;1241530;5
2019.04.17;12:00:00;94379;94449;92929;93079;308362;1125634;5
2019.04.17;13:00:00;93079;93504;92989;93334;176361;616219;5
2019.04.17;14:00:00;93334;94069;93269;93969;173643;676554;5
2019.04.17;15:00:00;93969;93989;93359;93614;196052;794995;5
2019.04.17;16:00:00;93614;94099;93439;93974;154899;623170;5
2019.04.17;17:00:00;93969;94329;93879;94239;73040;271052;5
2019.04.17;18:00:00;94269;94269;94269;94269;600;5908;10
2019.04.18;09:00:00;94839;94879;94594;94704;136836;438019;0
2019.04.18;10:00:00;94704;95049;94304;94664;337982;1181872;5
2019.04.18;11:00:00;94664;94694;94079;94554;286854;1029980;5
2019.04.18;12:00:00;94554;95309;94539;95259;228574;883229;5
2019.04.18;13:00:00;95264;95264;94889;94984;146154;530275;5
2019.04.18;14:00:00;94979;95389;94819;95169;164860;623941;5
2019.04.18;15:00:00;95164;95989;95114;95584;197492;780104;5
2019.04.18;16:00:00;95584;95589;95049;95159;207839;804924;5
2019.04.18;17:00:00;95159;95359;95049;95059;54240;217889;5
2019.04.18;18:00:00;94944;94944;94944;94944;723;5174;10
2019.04.22;09:00:00;94939;95059;94694;94949;168354;491593;0
2019.04.22;10:00:00;94949;95159;94519;94814;368692;1212482;5
2019.04.22;11:00:00;94819;95069;94349;94614;304853;1019045;5
2019.04.22;12:00:00;94619;94874;94414;94644;176597;578378;5
2019.04.22;13:00:00;94644;95514;94574;95449;217447;754770;5
2019.04.22;14:00:00;95449;95759;95389;95714;199551;709229;5
2019.04.22;15:00:00;95719;95734;95219;95364;186382;698774;5
2019.04.22;16:00:00;95364;95409;95044;95229;133850;561411;5
2019.04.22;17:00:00;95229;95364;95184;95289;60280;227514;5
2019.04.22;18:00:00;95289;95289;95289;95289;585;4390;5
2019.04.23;09:00:00;95638;95963;95588;95798;178361;567232;0
2019.04.23;10:00:00;95793;96803;95778;96558;316224;1101012;5
2019.04.23;11:00:00;96553;96678;96058;96238;263048;1007841;5
2019.04.23;12:00:00;96233;97063;96113;96968;275172;1085434;5
2019.04.23;13:00:00;96963;97033;96753;96913;131693;551895;5
2019.04.23;14:00:00;96908;96968;96553;96708;149269;587695;5
2019.04.23;15:00:00;96708;97013;96483;96963;204146;802856;5
2019.04.23;16:00:00;96963;96963;96408;96553;166303;656267;5
2019.04.23;17:00:00;96553;96733;96543;96668;68218;268119;5
2019.04.23;18:00:00;96658;96658;96658;96658;683;4867;10
2019.04.24;09:00:00;97037;97147;96507;96562;243738;773954;0
2019.04.24;10:00:00;96567;96572;95367;95712;404381;1465948;5
2019.04.24;11:00:00;95707;95712;95102;95287;248062;999964;5
2019.04.24;12:00:00;95287;95402;94942;95247;175772;727289;5
2019.04.24;13:00:00;95247;95337;94747;94827;163366;633707;5
2019.04.24;14:00:00;94827;95217;94772;95192;178706;739579;5
2019.04.24;15:00:00;95197;95332;94997;95182;156969;695507;5
2019.04.24;16:00:00;95182;95652;95127;95517;151302;655843;5
2019.04.24;17:00:00;95512;95762;95507;95717;65270;299025;5
2019.04.24;18:00:00;95742;95742;95742;95742;631;5457;5
2019.04.25;09:00:00;95933;95938;95283;95368;259001;837068;0
2019.04.25;10:00:00;95373;95483;94768;94968;350560;1277139;5
2019.04.25;11:00:00;94973;96328;94943;96238;344739;1315302;5
2019.04.25;12:00:00;96238;96788;96228;96503;229270;872755;5
2019.04.25;13:00:00;96503;96853;96398;96753;112800;442026;5
2019.04.25;14:00:00;96753;96768;96373;96588;132759;508394;5
2019.04.25;15:00:00;96588;96953;96443;96853;163339;612743;5
2019.04.25;16:00:00;96853;97103;96788;97033;128238;539084;5
2019.04.25;17:00:00;97033;97193;96953;96983;56234;222461;5
2019.04.25;18:00:00;97023;97023;97023;97023;554;5328;10
2019.04.26;09:00:00;96827;97402;96617;97147;228142;716860;0
2019.04.26;10:00:00;97147;97172;96337;96647;402952;1429803;5
2019.04.26;11:00:00;96652;97207;96432;96722;270570;1044937;5
2019.04.26;12:00:00;96722;96987;96562;96792;148388;610877;5
2019.04.26;13:00:00;96792;96922;96647;96812;95910;370109;5
2019.04.26;14:00:00;96812;96902;96392;96407;115252;448420;5
2019.04.26;15:00:00;96412;96597;96197;96452;137788;580767;5
2019.04.26;16:00:00;96452;96837;96352;96827;117269;478606;5
2019.04.26;17:00:00;96827;96867;96652;96732;41860;157097;5
2019.04.26;18:00:00;96787;96787;96787;96787;581;4901;5
2019.04.29;09:00:00;97032;97647;96937;97462;147996;485329;0
2019.04.29;10:00:00;97457;97777;97302;97387;329795;1170216;5
2019.04.29;11:00:00;97387;97582;97072;97347;254203;928602;5
2019.04.29;12:00:00;97347;97362;96612;96807;207059;762401;5
2019.04.29;13:00:00;96807;97222;96682;97107;146059;520402;5
2019.04.29;14:00:00;97107;97137;96672;96702;130357;478973;5
2019.04.29;15:00:00;96702;97002;96647;96827;155423;571198;5
2019.04.29;16:00:00;96832;97032;96737;96902;123014;470377;5
2019.04.29;17:00:00;96902;96927;96747;96822;46750;190625;5
2019.04.29;18:00:00;96747;96747;96747;96747;770;5345;10